date,location,total_vaccinations,total_distributed,people_fully_vaccinated,daily_vaccinations
2021-03-11,Bureau of Prisons,76224,73715,29287,1407
2021-03-12,Bureau of Prisons,78795,74690,30234,1238
2021-03-13,Bureau of Prisons,80683,75690,30731,1275
2021-03-14,Bureau of Prisons,80683,75690,30731,1216
2021-03-15,Bureau of Prisons,80683,75690,30731,1216
2021-03-16,Bureau of Prisons,81035,85240,31012,1214
2021-03-17,Bureau of Prisons,81950,85240,31574,1242
2021-03-18,Bureau of Prisons,84200,85240,32726,1139
2021-03-19,Bureau of Prisons,86342,85240,33436,1078
2021-03-20,Bureau of Prisons,88006,86340,33865,1046
2021-03-21,Bureau of Prisons,88862,86340,34392,1168
2021-03-22,Bureau of Prisons,89052,86340,34393,1196
2021-03-23,Bureau of Prisons,89232,95960,34522,1171
2021-03-24,Bureau of Prisons,90341,97960,35059,1199
2021-03-25,Bureau of Prisons,95200,97960,37840,1571
2021-03-26,Bureau of Prisons,98916,97960,39430,1796
2021-03-27,Bureau of Prisons,101156,97960,40468,1879
2021-03-28,Bureau of Prisons,101784,97960,40573,1846
2021-03-29,Bureau of Prisons,101786,97960,40573,1819
2021-03-30,Bureau of Prisons,101891,108010,40656,1808
2021-03-31,Bureau of Prisons,102091,108010,40792,1679
2021-04-01,Bureau of Prisons,107497,108010,44151,1757
2021-04-02,Bureau of Prisons,110979,108010,46504,1723
2021-04-03,Bureau of Prisons,111766,108010,46850,1516
2021-04-04,Bureau of Prisons,112202,108010,46986,1488
2021-04-05,Bureau of Prisons,112202,108010,46986,1488
2021-04-06,Bureau of Prisons,112317,123170,47075,1489
2021-04-07,Bureau of Prisons,113400,123170,47560,1616
2021-04-08,Bureau of Prisons,119665,123170,50667,1738
2021-04-09,Bureau of Prisons,123092,123570,51946,1730
2021-04-10,Bureau of Prisons,125929,123570,53095,2023
2021-04-11,Bureau of Prisons,126905,123570,53264,2100
2021-04-12,Bureau of Prisons,126933,123570,53292,2104
2021-04-13,Bureau of Prisons,127070,136790,53398,2108
2021-04-14,Bureau of Prisons,128487,137790,54008,2155
2021-04-15,Bureau of Prisons,128630,137790,54074,1281
2021-04-16,Bureau of Prisons,131681,137790,55511,1227
2021-04-17,Bureau of Prisons,132981,137790,56070,1007
2021-04-18,Bureau of Prisons,133323,137790,56110,917
2021-04-19,Bureau of Prisons,133323,137790,56110,913
2021-04-20,Bureau of Prisons,133391,147740,56129,903
2021-04-21,Bureau of Prisons,134268,147940,56407,826
2021-01-12,California,816301,3286050,100089,
2021-01-13,California,891489,3435650,133689,75188
2021-01-14,California,975293,3540175,,79496
2021-01-15,California,1072959,3548575,204374,85553
2021-01-16,California,,,,88381
2021-01-17,California,,,,90079
2021-01-18,California,,,,91210
2021-01-19,California,1460430,3548575,260838,92018
2021-01-20,California,1532329,4169450,273276,91549
2021-01-21,California,1633875,4379500,293834,94083
2021-01-22,California,1803679,4714625,321839,104389
2021-01-23,California,2008220,4906525,341731,119770
2021-01-24,California,2199908,4906525,356382,133316
2021-01-25,California,2330633,4906525,371482,138153
2021-01-26,California,2446577,5340275,387563,140878
2021-01-27,California,2579666,5452575,417606,149620
2021-01-28,California,2746876,5547100,458585,159000
2021-01-29,California,2910562,5640225,487552,158126
2021-01-30,California,3095781,5666150,524350,155366
2021-01-31,California,3285351,5666550,558977,155063
2021-02-01,California,3453284,5666550,581985,160379
2021-02-02,California,3543817,5670500,592045,156749
2021-02-03,California,3671316,6343925,613845,155950
2021-02-04,California,3723803,6438225,625189,139561
2021-02-05,California,3920632,6773350,675027,144296
2021-02-06,California,4137600,6963500,727993,148831
2021-02-07,California,4485166,6963500,808832,171402
2021-02-08,California,4682862,6963500,847993,175654
2021-02-09,California,4784478,7385225,875340,177237
2021-02-10,California,4957297,7607100,928615,183712
2021-02-11,California,5134864,7822300,990128,201580
2021-02-12,California,5341104,7963575,1081040,202925
2021-02-13,California,5562553,8051475,1178577,203565
2021-02-14,California,5820388,8059325,1287390,190746
2021-02-15,California,,,,190404
2021-02-16,California,6210992,8250650,1456222,203788
2021-02-17,California,6323011,8406525,1507829,195102
2021-02-18,California,6496140,8722400,1581541,194468
2021-02-19,California,6964603,9164130,1753917,231928
2021-02-20,California,7201713,9178020,1864867,234166
2021-02-21,California,7453468,9178020,1974488,233297
2021-02-22,California,7604725,9178020,2045420,227005
2021-02-23,California,7728120,10168620,2102729,216733
2021-02-24,California,7876011,10702330,2170406,221857
2021-02-25,California,8064121,10956910,2259934,223997
2021-02-26,California,8310945,11297300,2380502,192335
2021-02-27,California,8566470,11587650,2502426,194965
2021-02-28,California,8821044,11587650,2609341,195368
2021-03-01,California,9106077,11587650,2740495,214479
2021-03-02,California,9497125,12528070,2900991,252715
2021-03-03,California,9731169,12776090,2992863,265023
2021-03-04,California,9860209,13233190,3042381,256584
2021-03-05,California,10071476,13609110,3124031,251504
2021-03-06,California,10415023,13885120,3259014,264079
2021-03-07,California,10634752,13885120,3347266,259101
2021-03-08,California,10805474,13885120,3406971,242771
2021-03-09,California,10925581,15047220,3444791,204065
2021-03-10,California,11062505,15301360,3485179,190191
2021-03-11,California,11220508,15725740,3541495,194328
2021-03-12,California,11428034,16057300,3614744,193794
2021-03-13,California,11881857,16376020,3819191,209548
2021-03-14,California,11883375,16376020,3819878,178375
2021-03-15,California,12306608,16376020,4002159,214448
2021-03-16,California,12686451,17386130,4153287,251553
2021-03-17,California,13161027,17612260,4347379,299789
2021-03-18,California,13563094,18024930,4517256,334655
2021-03-19,California,13882984,18487510,4644718,350707
2021-03-20,California,14276125,18875980,4792324,342038
2021-03-21,California,14708175,18875980,4980526,403543
2021-03-22,California,15050673,18875980,5102480,392009
2021-03-23,California,15349039,19953070,5203432,380370
2021-03-24,California,15691888,20489560,5337045,361552
2021-03-25,California,16062266,20941290,5481297,357025
2021-03-26,California,16527440,21520340,5665179,377779
2021-03-27,California,16944916,21865730,5830902,381256
2021-03-28,California,17335016,21865730,5983249,375263
2021-03-29,California,17703550,21865730,6131336,378982
2021-03-30,California,17922091,23117480,6228491,367579
2021-03-31,California,18223412,23660110,6348325,361646
2021-04-01,California,18604164,24288100,6485628,363128
2021-04-02,California,18985902,24873840,6637438,351209
2021-04-03,California,19449615,25338590,6817086,357814
2021-04-04,California,19962420,25338590,7020160,375343
2021-04-05,California,20309146,25338590,7166145,372228
2021-04-06,California,20485651,26977640,7249897,366223
2021-04-07,California,20865892,27370670,7422738,377497
2021-04-08,California,21243518,27861050,7599559,377051
2021-04-09,California,21725654,28532520,7822226,391393
2021-04-10,California,22281619,29034050,8110488,404572
2021-04-11,California,22754163,29034050,8332396,398820
2021-04-12,California,23031055,29034050,8459357,388844
2021-04-13,California,23227199,29738690,8553174,391650
2021-04-14,California,23721226,30837670,8696655,407905
2021-04-15,California,24242205,31427050,8959332,428384
2021-04-16,California,25047682,31956570,9439183,474575
2021-04-17,California,25569748,32618010,9677332,469733
2021-04-18,California,26092008,32618010,9897558,476835
2021-04-19,California,26435308,32618010,10041634,486322
2021-04-20,California,26689222,33776490,10155836,494575
2021-04-21,California,27013516,34409560,10318378,470327
2021-01-12,Colorado,224428,516750,36425,
2021-01-13,Colorado,239665,530800,41271,15237
2021-01-14,Colorado,254706,531775,,15139
2021-01-15,Colorado,272233,531775,47021,15935
2021-01-16,Colorado,,,,15580
2021-01-17,Colorado,,,,15367
2021-01-18,Colorado,,,,15225
2021-01-19,Colorado,330292,531775,49897,15123
2021-01-20,Colorado,340438,631400,51460,14396
2021-01-21,Colorado,353194,657250,54474,14070
2021-01-22,Colorado,377283,671200,62086,15007
2021-01-23,Colorado,377283,692700,62086,12934
2021-01-24,Colorado,434496,692700,76902,19033
2021-01-25,Colorado,447880,692700,80467,18872
2021-01-26,Colorado,457746,726450,82946,18208
2021-01-27,Colorado,474527,775050,90200,19156
2021-01-28,Colorado,495706,806950,98663,20359
2021-01-29,Colorado,521879,813400,108507,20657
2021-01-30,Colorado,545356,813400,118770,24010
2021-01-31,Colorado,569234,813400,125078,19248
2021-02-01,Colorado,589787,813400,130738,20272
2021-02-02,Colorado,601347,871875,132752,20514
2021-02-03,Colorado,617125,940800,140610,20371
2021-02-04,Colorado,638923,983225,149829,20460
2021-02-05,Colorado,661703,989075,162511,19975
2021-02-06,Colorado,694860,991075,178975,21358
2021-02-07,Colorado,729895,991075,197523,22952
2021-02-08,Colorado,751960,991075,207951,23168
2021-02-09,Colorado,757560,1045000,211328,22316
2021-02-10,Colorado,787041,1110575,225626,24274
2021-02-11,Colorado,815108,1162775,239804,25169
2021-02-12,Colorado,844620,1204800,254037,26131
2021-02-13,Colorado,885581,1210475,271661,27246
2021-02-14,Colorado,926807,1210475,290991,28130
2021-02-15,Colorado,,,,30249
2021-02-16,Colorado,1000597,1224575,308992,34720
2021-02-17,Colorado,1024167,1230425,314557,33875
2021-02-18,Colorado,1053041,1282300,322769,33990
2021-02-19,Colorado,1132448,1332775,345623,41118
2021-02-20,Colorado,1167895,1348800,360392,40331
2021-02-21,Colorado,1202161,1348800,378242,39336
2021-02-22,Colorado,1231699,1348800,392378,38285
2021-02-23,Colorado,1233466,1417245,393198,33267
2021-02-24,Colorado,1268302,1512970,413202,34876
2021-02-25,Colorado,1294236,1597960,426398,34456
2021-02-26,Colorado,1323183,1658660,439201,27248
2021-02-27,Colorado,1324715,1700660,440259,22403
2021-02-28,Colorado,1371577,1700660,461947,24202
2021-03-01,Colorado,1412910,1700660,479652,25887
2021-03-02,Colorado,1428854,1747350,484943,27913
2021-03-03,Colorado,1462053,1847780,499168,27679
2021-03-04,Colorado,1494910,1933440,513386,28668
2021-03-05,Colorado,1528864,2008930,526521,29383
2021-03-06,Colorado,1580162,2019460,549441,36492
2021-03-07,Colorado,1626499,2019460,567922,36417
2021-03-08,Colorado,1627458,2019460,571975,30650
2021-03-09,Colorado,1650716,2119340,584872,31695
2021-03-10,Colorado,1694476,2213800,609417,33203
2021-03-11,Colorado,1764066,2298570,640244,38451
2021-03-12,Colorado,1817050,2331020,665380,41169
2021-03-13,Colorado,1878538,2345060,695032,42625
2021-03-14,Colorado,1878639,2345060,695186,36020
2021-03-15,Colorado,1933717,2345060,720482,43751
2021-03-16,Colorado,1948333,2345060,728689,42517
2021-03-17,Colorado,1987533,2536780,746744,41865
2021-03-18,Colorado,2029213,2644500,765933,37878
2021-03-19,Colorado,2080284,2669970,782902,37605
2021-03-20,Colorado,2188145,2684110,838000,44230
2021-03-21,Colorado,2250372,2684110,866707,53105
2021-03-22,Colorado,2276660,2684110,878386,48992
2021-03-23,Colorado,2310425,2789800,889795,51727
2021-03-24,Colorado,2344091,2894980,900059,50937
2021-03-25,Colorado,2388899,3006760,912807,51384
2021-03-26,Colorado,2443350,3050950,927382,51867
2021-03-27,Colorado,2500874,3060410,946188,44676
2021-03-28,Colorado,2569087,3060410,966835,45531
2021-03-29,Colorado,2602792,3060410,976137,46590
2021-03-30,Colorado,2645306,3217170,991243,47840
2021-03-31,Colorado,2691248,3330360,1008589,49594
2021-04-01,Colorado,2746030,3459750,1028324,51019
2021-04-02,Colorado,2803981,3517390,1051000,51519
2021-04-03,Colorado,2878136,3527450,1081615,53895
2021-04-04,Colorado,2954206,3527450,1108570,55017
2021-04-05,Colorado,2979697,3527450,1118667,53844
2021-04-06,Colorado,3017904,3720990,1131482,53228
2021-04-07,Colorado,3079255,3837040,1156758,55430
2021-04-08,Colorado,3129702,3963630,1181330,54810
2021-04-09,Colorado,3184749,4016000,1207372,54395
2021-04-10,Colorado,3266193,4090550,1249516,55437
2021-04-11,Colorado,3336248,4090550,1285768,54577
2021-04-12,Colorado,3407618,4090550,1311847,61132
2021-04-13,Colorado,3464019,4181590,1333034,63731
2021-04-14,Colorado,3527781,4308370,1358993,64075
2021-04-15,Colorado,3583563,4417200,1379177,64837
2021-04-16,Colorado,3646570,4462590,1405861,65974
2021-04-17,Colorado,3714665,4515250,1441796,64067
2021-04-18,Colorado,3790514,4515250,1482555,64895
2021-04-19,Colorado,3846376,4515250,1510363,62680
2021-04-20,Colorado,3890828,4679750,1535815,60973
2021-04-21,Colorado,3942162,4792990,1561775,59197
2021-01-12,Connecticut,151395,250775,4174,
2021-01-13,Connecticut,161875,315025,5268,10480
2021-01-14,Connecticut,171897,328675,,10251
2021-01-15,Connecticut,185866,328775,17162,11490
2021-01-16,Connecticut,,,,11346
2021-01-17,Connecticut,,,,11260
2021-01-18,Connecticut,,,,11202
2021-01-19,Connecticut,229524,328775,23150,11161
2021-01-20,Connecticut,243140,430375,25018,11609
2021-01-21,Connecticut,264707,435075,28602,13259
2021-01-22,Connecticut,287440,477250,33149,14511
2021-01-23,Connecticut,306796,492850,37098,15716
2021-01-24,Connecticut,321737,492850,40506,16292
2021-01-25,Connecticut,331264,492850,42421,16094
2021-01-26,Connecticut,342643,515675,45190,16160
2021-01-27,Connecticut,360991,543975,51939,16836
2021-01-28,Connecticut,381160,571775,59437,16636
2021-01-29,Connecticut,403370,577625,67624,16561
2021-01-30,Connecticut,421191,578600,73706,16342
2021-01-31,Connecticut,436842,578600,79511,16444
2021-02-01,Connecticut,449253,578600,83855,16856
2021-02-02,Connecticut,456090,574650,86602,16207
2021-02-03,Connecticut,465008,608600,90574,14860
2021-02-04,Connecticut,481826,666175,97568,14381
2021-02-05,Connecticut,502347,668125,106224,14140
2021-02-06,Connecticut,519400,740300,115349,14030
2021-02-07,Connecticut,533941,740300,123198,13871
2021-02-08,Connecticut,542414,740300,127194,13309
2021-02-09,Connecticut,554322,800225,133196,14033
2021-02-10,Connecticut,574750,801325,142918,15677
2021-02-11,Connecticut,600249,812325,154639,16918
2021-02-12,Connecticut,626678,814525,167894,17762
2021-02-13,Connecticut,654766,847200,183146,19338
2021-02-14,Connecticut,674704,854725,191978,20109
2021-02-15,Connecticut,,,,21501
2021-02-16,Connecticut,711142,914075,206920,22403
2021-02-17,Connecticut,738191,916075,218777,23349
2021-02-18,Connecticut,767183,922075,231795,23848
2021-02-19,Connecticut,822615,958925,253770,27991
2021-02-20,Connecticut,847820,984275,265343,27579
2021-02-21,Connecticut,860534,984275,270792,26547
2021-02-22,Connecticut,882777,984275,277754,27122
2021-02-23,Connecticut,892882,1025755,280425,25963
2021-02-24,Connecticut,912033,1099225,283844,24835
2021-02-25,Connecticut,925946,1113035,286522,22680
2021-02-26,Connecticut,954153,1190995,291338,18791
2021-02-27,Connecticut,980211,1198495,296178,18913
2021-02-28,Connecticut,1004467,1198495,301151,20562
2021-03-01,Connecticut,1031305,1198495,306075,21218
2021-03-02,Connecticut,1040154,1281935,307686,21039
2021-03-03,Connecticut,1061375,1309225,311505,21335
2021-03-04,Connecticut,1087313,1345595,314508,23052
2021-03-05,Connecticut,1121517,1421045,318025,23909
2021-03-06,Connecticut,1157114,1434565,321484,25272
2021-03-07,Connecticut,1195617,1434565,325922,27307
2021-03-08,Connecticut,1228865,1434565,340912,28223
2021-03-09,Connecticut,1245687,1525915,345611,29362
2021-03-10,Connecticut,1272581,1558445,354352,30172
2021-03-11,Connecticut,1304302,1604885,362671,30998
2021-03-12,Connecticut,1345350,1642625,374997,31976
2021-03-13,Connecticut,1411525,1659085,496388,36344
2021-03-14,Connecticut,1411532,1659085,496443,30845
2021-03-15,Connecticut,1442439,1659085,509812,30511
2021-03-16,Connecticut,1460334,1749215,517141,30664
2021-03-17,Connecticut,1483587,1774555,528525,30144
2021-03-18,Connecticut,1514945,1820525,543501,30092
2021-03-19,Connecticut,1551481,1884695,559558,29447
2021-03-20,Connecticut,1586484,1899395,574848,24994
2021-03-21,Connecticut,1623090,1899395,589228,30223
2021-03-22,Connecticut,1658338,1899395,603624,30843
2021-03-23,Connecticut,1676905,1975855,608492,30939
2021-03-24,Connecticut,1701298,2070805,618348,31102
2021-03-25,Connecticut,1737160,2097155,632200,31745
2021-03-26,Connecticut,1774045,2193075,646279,31795
2021-03-27,Connecticut,1813854,2211275,664680,32481
2021-03-28,Connecticut,1854289,2211275,682603,33028
2021-03-29,Connecticut,1891603,2211275,697784,33324
2021-03-30,Connecticut,1924605,2322415,713132,35386
2021-03-31,Connecticut,1954259,2426455,725544,36137
2021-04-01,Connecticut,1992899,2484595,743564,36534
2021-04-02,Connecticut,2035542,2560585,765639,37357
2021-04-03,Connecticut,2092230,2577515,795034,39768
2021-04-04,Connecticut,2138503,2577515,816983,40602
2021-04-05,Connecticut,2178710,2577515,839506,41015
2021-04-06,Connecticut,2186180,2805115,843076,37368
2021-04-07,Connecticut,2227005,2813985,862554,38964
2021-04-08,Connecticut,2279517,2873725,887812,40945
2021-04-09,Connecticut,2340942,2972115,919764,43629
2021-04-10,Connecticut,2391842,2991235,944060,42802
2021-04-11,Connecticut,2451693,2991235,974687,44741
2021-04-12,Connecticut,2498626,2991235,1001744,45702
2021-04-13,Connecticut,2531669,3097585,1020173,49356
2021-04-14,Connecticut,2572005,3201205,1040433,49286
2021-04-15,Connecticut,2612551,3247275,1058759,47576
2021-04-16,Connecticut,2671509,3326635,1083206,47224
2021-04-17,Connecticut,2720972,3395165,1104482,47019
2021-04-18,Connecticut,2770457,3395165,1127897,45538
2021-04-19,Connecticut,2808703,3395165,1147703,44297
2021-04-20,Connecticut,2834601,3500125,1159600,43276
2021-04-21,Connecticut,2870146,3521165,1177610,42592
2021-01-12,Delaware,26410,88325,2784,
2021-01-13,Delaware,28413,91250,4050,2003
2021-01-14,Delaware,31090,91250,,2340
2021-01-15,Delaware,31090,91250,5354,1560
2021-01-16,Delaware,,,,1887
2021-01-17,Delaware,,,,2083
2021-01-18,Delaware,,,,2213
2021-01-19,Delaware,42557,91250,6768,2307
2021-01-20,Delaware,45640,100375,6919,2461
2021-01-21,Delaware,49369,106600,7355,2611
2021-01-22,Delaware,54257,116325,8847,3310
2021-01-23,Delaware,60023,116325,10448,3724
2021-01-24,Delaware,64186,116325,11464,3909
2021-01-25,Delaware,66914,116325,11647,3889
2021-01-26,Delaware,68507,129250,11724,3707
2021-01-27,Delaware,77449,140850,12352,4544
2021-01-28,Delaware,82289,141825,13121,4703
2021-01-29,Delaware,87300,143775,14210,4720
2021-01-30,Delaware,92509,143775,14956,4641
2021-01-31,Delaware,99954,143775,16397,5110
2021-02-01,Delaware,102697,143775,17628,5112
2021-02-02,Delaware,103770,143775,18040,5038
2021-02-03,Delaware,107544,154700,18568,4299
2021-02-04,Delaware,110784,161525,20394,4071
